date,title,source,link,category,tier,companies,summary_1,summary_2,summary_3,popularity_signal
2026-08-08,"BYD Solid-State Battery Production to Begin in 2027: Dual-Electrolyte Design, 400 Wh/kg, and the Road to $70/kWh",Intelligent Living,https://news.google.com/rss/articles/CBMifkFVX3lxTE50M0tBUmE2Y3Y0YkF0RUFvRExQVUgySFl1Ui1WRGFQX25kM2ZHX1RkdHNxQTJlTFJha1otOWFFU3lfMVpWM25Zand5T2hISl9RcU1meloxZVB4MGxiMk1YcWtCOG9CQU5aX3RwTV9wY3BKNFJGRXRpT2tRcGZ1dw?oc=5,electrolyte,3,BYD,BYD는 2027년에 고체 상태 배터리 생산을 시작할 예정입니다.,이 배터리는 이중 전해질 설계를 특징으로 하며 400Wh/kg의 에너지 밀도를 달성할 것으로 예상됩니다.,BYD는 이 기술을 통해 배터리 비용을 kWh당 70달러까지 낮추는 것을 목표로 하고 있습니다.,unknown
2026-08-08,"[위클리배터리] LFP로 넓히고 유럽 EV 잡는다…K-배터리, 하반기 반등 채...",www.ddaily.co.kr,https://www.ddaily.co.kr/page/view/2026080901131003009,cathode,3,위클리배터리; K-배터리; AI,AI 데이터센터 확산으로 ESS용 배터리 수요가 빠르게 증가하고 있습니다.,미국의 중국산 소재 규제 강화로 국내산 LFP 양극재에 대한 고객사 요구도 늘고 있습니다.,K-배터리 업계는 LFP 소재를 통해 하반기 반등을 모색하고 있습니다.,unknown
2026-08-08,"산업부-기후부, 사용후 배터리 육성 본격화…핵심광물 공급망 강화",www.ferrotimes.com,http://www.ferrotimes.com/news/articleView.html?idxno=49637,재활용,3,첨단산업,산업통상자원부와 기후변화대응·녹색기후기금(GCF) 사무국은 사용후 배터리 산업 육성을 본격화합니다.,"사용후 배터리 재사용, 재활용, 재생원료 추출 및 품질관리, ESS 활용 등에 대한 공동 연구개발(R&D)을 추진할 예정입니다.",이를 위해 산업부와 기후부가 공동 주관하는 협의체가 구성될 것입니다.,unknown
2026-08-08,"중앙대, 배터리 열폭주 막는 복합소재 개발",www.naeil.com,https://www.naeil.com/news/read/598173?ref=naver,기타,3,중앙대; 복합소재,중앙대학교 연구진이 배터리 열폭주 확산을 억제하는 복합소재를 개발했습니다.,이 소재는 배터리에서 발생한 열이 주변으로 번지는 것을 늦추고 열을 흡수하는 기능을 합니다.,개발된 복합소재는 전기자동차 및 ESS 배터리 화재 예방에 기여할 것으로 기대됩니다.,unknown
2026-08-08,Hanyang University ERICA Researchers Uncover a Hidden Battery Flaw That May Shorten EV Lifespans,Batteries News,https://news.google.com/rss/articles/CBMiwAFBVV95cUxONjFHd01YNl93T0RKWTJqdG9FVjZGUXA2VEk0WE5kbkd1aVFqSm9pUmNmR1U4T2RVSlFvVGxaM24xZFhQSzFtM3pmdEN6dWlpSllSbG1oeDlYektNR01IbmY1NmdQdHFick5UaUgxTFFUTERfN3F1ZlB0Ul9vWEJzeUEyTWtRUkljXzRPbFc1SGlQbjJ0ZGhVZ09rM3RHYXl3UzdjUkh4UWRjUjd5M1k0QVZ3SmdQcUxTVml6OUJDXy0?oc=5,기타,3,한양대학교 ERICA; ERICA,한양대학교 ERICA 연구진이 전기차 배터리 수명을 단축시킬 수 있는 숨겨진 결함을 발견했습니다.,이 결함은 배터리 성능 저하 및 수명 단축의 원인이 될 수 있습니다.,이번 연구 결과는 향후 전기차 배터리 설계 및 제조 공정 개선에 중요한 시사점을 제공할 것입니다.,unknown
2026-08-08,Sodium-Ion Batteries Hit 97.9% Efficiency – And Reportedly Don’t Need Active Cooling,Yahoo Tech,https://news.google.com/rss/articles/CBMiigFBVV95cUxNMVlSTmpBQVY3cVJPeHRFVWVlMmtSWVdQNTJOLWc0S05ZOV9ULVdNZHdPcVJLWks5YXJLenJaYWZoaVZxU2dtUnZTTFJxaGRkcmc1Y1N6SHVGYk9FY3dmVEpoX0NkOUdPLUVCNzFiXzFCV2cySGtkQk5GLUpwR3g2bG5odXM0bFpRTEE?oc=5,나트륨,3,,"나트륨 이온 배터리가 97.9%의 효율을 달성했으며, 별도의 능동 냉각 장치가 필요 없을 것으로 보고되었습니다.",이는 기존 리튬 이온 배터리에 비해 잠재적으로 더 안전하고 비용 효율적인 대안이 될 수 있음을 시사합니다.,이러한 발전은 에너지 저장 시스템 및 전기 자동차 분야에서 나트륨 이온 배터리의 상용화를 앞당길 수 있습니다.,unknown
2026-08-08,ESS and Juniper Energy Sign Agreement for 500 MWh+ of Sodium-Ion Energy Storage Deployments,Batteries News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOUHRwdTRsMTZnNG85aDZuZ2RjZ3JISFVlS3RnU1BWZi1aQWRZX0VRZkc3OTN5T2o5UUJCTkRTcFQxTmZWRGpPS2ZpeHJkVENIUTBFY2NNUE1UVkpXVEFvMUZWSEsweDVvdHQ0bUt1NmVqMnV2ZUNPU2l1anlKdlhESHN0XzBjY0Y5ZXd5MU0tOGRMb1c3N2YwNDg2U3Q0YlRNM09RYTN4blZZOTlxR2RfeHNXX0ltSnVJ?oc=5,나트륨,3,ESS; Juniper Energy,ESS(Energy Storage Systems)와 Juniper Energy는 500MWh 이상의 나트륨 이온 에너지 저장 장치 구축을 위한 계약을 체결했습니다.,이번 계약은 나트륨 이온 배터리 기술의 상업적 적용을 확대하는 중요한 단계입니다.,이는 재생 에너지 저장 및 그리드 안정성 향상에 기여할 것으로 기대됩니다.,unknown
2026-08-08,"美 팩토리얼, '90도 무냉각' 전고체 배터리 앞세워 우주 시장 노크",www.theguru.co.kr,https://www.theguru.co.kr/news/article.html?no=105546,전고체,3,팩토리얼,미국의 팩토리얼(Factorial)이 90도에서 작동하는 무냉각 전고체 배터리를 앞세워 우주 시장 진출을 모색하고 있습니다.,이 배터리는 열 관리 장치를 제거하여 우주선의 유효 탑재량(페이로드)을 극대화할 수 있습니다.,팩토리얼은 이를 통해 미래 궤도 인프라 시장에서 전력 공급 주도권을 확보하고자 합니다.,unknown
2026-08-08,News | Sodium-ion battery maker leases Sacramento building for new manufacturing hub,CoStar,https://news.google.com/rss/articles/CBMiuwFBVV95cUxORUZ4d1h1TmtHdmFLb1Z1OFAtRFQwd0pJRTlzdWlBdVpEdzJhTFlJa0JaRDdEYmdHYUVYN3pCSnVmVlhKOGY0RXRYeElTV2RDNXRCOXhKeEZMNkJhNlJtQzVHR1Q1cHRfSE5RX0E2V2d4SkJuUEZualFfbXlQLTltUWdtWlpSaFo1OUVjdGFYdDhfVU5zNkhxUGpZMVNJMGxZM0xTWHhvaUdkOVRwV0JPeVhVUEV5bDBnR0E4?oc=5,나트륨,3,,나트륨 이온 배터리 제조업체가 새 제조 허브를 위해 새크라멘토 건물을 임대했습니다.,이는 북미 지역에서 나트륨 이온 배터리 생산 능력을 확장하려는 움직임입니다.,이 공장은 지역 내 에너지 저장 솔루션 공급망 강화에 기여할 것으로 예상됩니다.,unknown
2026-08-08,America’s First Grid-Scale Sodium-Ion Battery Plant Is Coming to Sacramento,Intelligent Living,https://news.google.com/rss/articles/CBMigAFBVV95cUxQZFhUc21BclZPcVdtMTkwWGRCZ3dtMVB6cUplUHp4Y09oNnhmZkdCdTlMNlUtRXRrcm40cTZaemNwekZFMkhCbndxYVNHSDZNdHhJd1pFaE1SUlFGRW80cEpQRzRybXVLUGQ1cGpsRTlaTWJHaHRubWowLUdBZm1GYQ?oc=5,나트륨,3,,미국 최초의 그리드 규모 나트륨 이온 배터리 공장이 새크라멘토에 건설될 예정입니다.,이 공장은 대규모 에너지 저장 솔루션 구축을 지원할 것입니다.,이는 나트륨 이온 배터리 기술의 상업적 확대를 위한 중요한 발걸음입니다.,unknown
