date,title,source,link,category,tier,companies,summary_1,summary_2,summary_3,popularity_signal
2026-07-02,"유진테크놀로지, 미국 전고체 배터리 기술 협력 추진",www.thelec.kr,https://www.thelec.kr/news/articleView.html?idxno=58909,전고체,3,유진테크놀로지; 유진테크,유진테크놀로지가 미국 전고체 배터리 프로젝트에 참여한다.,이 프로젝트에서 유진테크놀로지는 국내 반고체 배터리 파일럿 생산라인에 적용될 정밀 프레스를 공급할 예정이다.,이는 차세대 배터리 기술 개발 협력의 일환으로 진행된다.,unknown
2026-07-02,"삼성SDI, 2040년까지 9조 투자…“천안에 차세대 배터리 마더라인 구축...",www.ceoscoredaily.com,https://www.ceoscoredaily.com/page/view/2026070217153599134,전고체,3,삼성SDI,삼성SDI는 2040년까지 9조원을 투자하여 천안 사업장을 차세대 배터리 마더라인으로 구축할 계획이다.,이 마더라인은 전고체 배터리 등 미래 기술을 검증하고 확보하는 거점 역할을 수행할 예정이다.,이를 통해 삼성SDI는 미래 배터리 기술 경쟁력을 강화하고자 한다.,unknown
2026-07-02,리튬·전고체 안가린다… 금오공대 연구팀 '차세대 실리콘 음극재' 개발,www.mt.co.kr,https://www.mt.co.kr/policy/2026/07/02/2026070216421356134,anode,3,금오공대; 리튬이온전지; 전고체전지,금오공대 연구팀이 리튬이온전지와 전고체전지에 모두 적용 가능한 차세대 실리콘 기반 음극소재를 개발했다.,이 실리콘 음극소재는 상용 흑연보다 약 10배 높은 이론 용량을 가져 고에너지밀도 배터리 구현에 대한 기대를 높인다.,이는 차세대 배터리 성능 향상을 위한 중요한 기술적 진보로 평가된다.,unknown
2026-07-02,"CDRA unites members, associations to address lithium-ion battery fires",Construction & Demolition Recycling,https://news.google.com/rss/articles/CBMioAFBVV95cUxNN2lkTWFsS0lqc2t3ZWxWNHVVUldBY3o3NWhkVUtwYjJhRXlKWEZ2QjNVOTVENGtFVXUxNE1Xc0NCSkdCVDlpbkV4TUV3eXNnSmJLNE4ybFhFY3ZwNjVwdnhQWk84SUZDQTN2NjU1SDFkQkJpMkRWN28wR2VkS0ZqSkYwSE04V3ZOdVhpUWswbHhHMWZDd2FMU1diQ2xkZzhY?oc=5,재활용,3,CDRA,CDRA는 회원사 및 관련 협회와 연합하여 리튬이온 배터리 화재 문제 해결에 나선다.,이번 연합은 배터리 안전성 강화 및 관련 기술 개발을 촉진하기 위해 구성되었다.,이는 배터리 산업의 안전 관리 중요성을 부각한다.,unknown
2026-07-02,QuantumScape (NASDAQ: QS) Eyes Commercial Battery Launch As Solid-State EV Market Prepares For Rapid Expansion,foreignpolicyjournal.com,https://news.google.com/rss/articles/CBMi7AFBVV95cUxOSGJNSVc5RElCM2ZrMHVxdTlWcHhyWUxjbE5zbmJQRE1kb2g5Q0YtYjJ6dzF2SFYtUERkSE94NXQtbUpsTS1lMkEwaXF2Qi1UbkRTeTI4ZEItR1VQTlJGeFRyUnpaeXhIZWVvdVlCd0VhcjA1S1lvMjkxX2JkRDNsRldERFpkX1FObjE1RlFFU2RKR29KbnlKLWt6a0ZDNnh4cVBKVk1XeVZDUEVMWEQ2bC1OMHduUzJWUkdDT2lsazh0Z3BzOTRzeHU3Q0RLUmJrdHZFeUEtSE1peGlnU1QwUGI0UE9LclJEOGZPRw?oc=5,전고체,3,QuantumScape; NASDAQ; QS,QuantumScape는 전고체 EV 시장의 빠른 확장에 대비하여 상업용 배터리 출시를 목표로 하고 있다.,이 회사는 차세대 배터리 기술 개발을 통해 시장을 선도하고자 한다.,전고체 배터리 기술의 상용화는 전기차 시장에 큰 변화를 가져올 것으로 예상된다.,unknown
2026-07-02,"SMM Solid-State Battery H1 2026 Review: From ""Proof of Concept"" to ""Pre-Production Sprint""",SMM Metal,https://news.google.com/rss/articles/CBMizgFBVV95cUxQcHFRMFkwbFIyTFRDRzNvZE5QaUNRNEdYTXBISTJUMmtCMGJRMEJzY05LaVlMWUhWYkRjWEUzS3p4YkY4dGJxRHI4dUVvbW5zZGxOVGhXVHJIUk9udmJqcTczbXYzUy1PdHZrVWF6UDRBUEMyQzBxMmRySXJXMUFxbmxuWTV3c2o4OW1pcFFpRnF3UGkyMFBQanQxZ3VnRHJqOWdESXItRGk1QnpkWVhoMzFHQ2FDSEJXSmdVekVjUGRWdzhJSFJiSzhaSHdSQQ?oc=5,전고체,3,SMM,SMM의 2026년 상반기 전고체 배터리 보고서는 '개념 증명' 단계에서 '양산 전 단계'로의 전환을 조명한다.,이는 전고체 배터리 기술이 상용화를 향해 빠르게 나아가고 있음을 시사한다.,보고서는 전고체 배터리 시장의 성장 가능성과 기술 발전 동향을 분석한다.,unknown
2026-07-02,Lyten to advance acquisition of ex-Northvolt gigafactory in Germany,Renewables Now,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNQ2ltakhXLTJRQXFEQTFhUnpzODEtc1h6WkJBZWMtR2hVZFJmcHJRLWtubnRWSUJBVFBTbmJzTnEwckI4VVVNb0FHZ1JiUU10aTdTeEtlWF9HY0p6RFZncWloMktNNm5RSm9ieDZ6WjRMS2puNWNoZk0tZjFZd3JWenFvblc5ZW9wTGNiOHVibEo0NlNFa0h3Njh0THVmeHk0WUdUc01NbnVKQ28?oc=5,기타,3,Lyten; Northvolt,Lyten은 독일의 전 Northvolt 기가팩토리 인수를 추진한다.,이 인수는 Lyten의 배터리 생산 능력 확대를 위한 전략적 움직임이다.,이를 통해 Lyten은 유럽 시장에서의 입지를 강화할 것으로 보인다.,unknown
2026-07-02,"LG에너지솔루션·혼다 美 합작법인, ESS 배터리 셀 양산 개시-북미 시장...",www.mediafine.co.kr,https://www.mediafine.co.kr/news/articleView.html?idxno=82513,기타,3,LG에너지솔루션; 혼다,LG에너지솔루션과 혼다의 미국 합작법인이 에너지 저장 시스템(ESS) 배터리 셀 양산을 시작했다.,"이 공장은 당초 전기차용 배터리 생산을 목표했으나, 시장 변화에 따라 ESS용으로 전략을 수정했다.",이는 북미 ESS 시장 공략을 위한 중요한 발걸음이다.,unknown
2026-07-02,"건국대, 차세대 리튬이온전지 양극재 설계 기술 개발",dhnews.co.kr,https://dhnews.co.kr/news/view/1065581925115110,cathode,3,건국대학교; 리튬이온전지; 화공생명에너지,건국대학교 연구팀이 전기차 및 ESS에 적용 가능한 차세대 리튬이온전지 양극재 설계 기술을 개발했다.,이 기술은 양극재의 리튬이온 이동 속도와 계면 안정성을 향상시켜 배터리 성능을 높이는 데 기여한다.,이는 고성능 배터리 소재 개발의 중요한 성과이다.,unknown
2026-07-02,"건국대 최원창 교수 연구팀, 차세대 전기차 배터리용 '고출력·고안정성...",www.newstnt.com,https://www.newstnt.com/news/articleView.html?idxno=708839,cathode,3,건국대학교; LMFP,건국대 최원창 교수 연구팀이 차세대 전기차 배터리용 고출력·고안정성 소재 개발에 성공했다.,"이 소재는 저온 환경에서의 성능 저하 완화, 급속 충전 대응, ESS 안정성 향상 등에 기여할 것으로 기대된다.",이는 차세대 배터리 소재 기술 발전에 중요한 역할을 할 것으로 보인다.,unknown
2026-07-02,에코프로비엠 1조2천억 유증… 투자심리 '위축',www.jbnews.com,https://www.jbnews.com/news/articleView.html?idxno=1506966,기타,3,에코프로비엠; 2차전지,에코프로비엠이 1조 2천억 원 규모의 유상증자를 결정하면서 투자 심리가 위축되고 있다.,이번 자금 조달은 핵심 원재료 확보와 해외 생산 거점 강화를 위한 것으로 알려졌다.,투자자들은 2차전지 업황 회복이 불확실한 상황에서 대규모 자금 조달에 부담을 느끼고 있다.,unknown
2026-07-02,"배터리 소재사들, 고출력·수명연장 연구 '올인'",www.hankyung.com,https://www.hankyung.com/article/2026070227461,electrolyte,3,이수스페셜티케미칼,배터리 소재 기업들이 고출력 및 수명 연장을 위한 연구에 집중하고 있다.,"특히 전고체 배터리용 소재 개발이 구체화되고 있으며, 이수스페셜티케미칼은 황화리튬 양산에 나선다.",이는 에너지 효율과 화재 안전성을 높이는 차세대 배터리 기술 개발 경쟁이 심화되고 있음을 보여준다.,unknown
2026-07-02,Altilium secures government funding for breakthrough battery anode recycling project,renewableenergymagazine.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOQzJXYzdhMnhGN2xjeGFQSUt5eklFOUVNQngydmJCSWhCaXlfT0ZlMXlzTnVlLTRudVh0aVJoVGhUUHBxOUpjSnY2Vnd2OHFhWE9jWS11S1ZPc1JRU05IMFdldnhBQ2ZsbS1tVnNNWFF4RnVyNGozRnh3VGtpOUF4Yy1kMHVtbkZoZ1pXWU5fdzcwV3FIQVlKSTdPQWlhQjZqbS1Cb0hZbzdTcmdxX2pGanN6LVg0R1Bl?oc=5,anode,3,Altilium,Altilium은 혁신적인 배터리 음극재 재활용 프로젝트를 위해 정부 자금을 확보했다.,이 프로젝트는 배터리 재활용 기술 발전에 기여할 것으로 기대된다.,이는 지속 가능한 배터리 산업 생태계 구축을 위한 중요한 단계이다.,unknown
2026-07-02,"GM, 연내 나트륨이온 배터리 시제품 생산 추진",www.theguru.co.kr,https://www.theguru.co.kr/news/article.html?no=103893,나트륨,3,GM; 나트륨이온,미국 제너럴모터스(GM)가 연내 나트륨이온 배터리 시제품 양산을 추진한다.,전기차 사업 수요 둔화에 대응하여 에너지 저장 장치(ESS) 시장 진출도 모색하고 있다.,이는 GM의 배터리 기술 다변화 및 시장 대응 전략의 일환이다.,unknown
2026-07-02,'Largest ever' sodium-ion battery agreement in mining,Mining Magazine,https://news.google.com/rss/articles/CBMipAFBVV95cUxNUlE3akFrWFJzcTZRWi1taWNYUHZHa29FUkdGQ0tqRU9YOVZvSEVZOFZMbDF6eFhkZ0xkelplWjVHRER4YmhJcUVEd0hMNG85NG9PQXlMZ2c4SnlCVDEtT0tzb0JFMS1TcGE4RlU1b3ViNHE4VjBrdFpTZWhqX1cwNGJZS1U4YjNvTjQyNW5lYkdxNFpTOVJIeWpNOEJxcXhZMDhjMQ?oc=5,나트륨,3,,채굴 산업에서 역대 최대 규모의 나트륨이온 배터리 계약이 체결되었다.,이 계약은 나트륨이온 배터리의 산업적 활용 가능성을 보여준다.,이는 에너지 저장 솔루션 분야의 중요한 발전이다.,unknown
2026-07-02,Alsym Energy signs 9GWh sodium-ion BESS agreement with consultancy for global mining operations,Energy-Storage.News,https://news.google.com/rss/articles/CBMixwFBVV95cUxPdmQwY2UwTE5YTEdoanprZjhpQWVLWDRYNXFkRmotREh3Vm9FZGh4Q3VpOVhINi1TR0ZJSW9hVHE4SDdNTVJyTTgxUlh0V2N5TXFULTRjRHJmUkJURU1Gc0ZEOGtPWmNLTXZybFFxSm13UGdRUW94eS0yZkU0RUpXdURrUmgzYmRzcjhTQmdHRUs2WWQ5SXFOazRGR3NDQ1draVJCQld4LVpOdDJRa2JtNC1zMWtLN0VxVTFkWlhZY1lsQkxObUNz?oc=5,나트륨,3,Alsym Energy; BESS,Alsym Energy는 글로벌 채굴 운영을 위한 컨설팅 회사와 9GWh 규모의 나트륨이온 BESS 공급 계약을 체결했다.,이 계약은 나트륨이온 배터리의 대규모 상업적 적용 가능성을 보여준다.,이는 에너지 저장 시스템 시장 확대에 기여할 것으로 예상된다.,unknown
