date,title,source,link,category,tier,companies,summary_1,summary_2,summary_3,popularity_signal
2026-07-27,Morocco's First LFP Battery Gigafactory Gets €100M Boost,Fuel Cells Works,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQQlNWQ0dvclk4UnNmY3FFVmlKbnJpUG5CZEE3Y3hJN2JlSXRfVjFiTzZxTG5nN3ZvVUdUTXdwVnNsZUlFRVllX1FXYVpFZ2xrajhENUgtWV84LWltOVhDUW51YXY2d3BrNnNPX2NuTVhvM2RtLW9JZGdFYWpZRjRvUUFUUUdTeHoyZGdQZmlMWXJ5U1N6eVhqUXFlbms5Z1dDMm54czRtUVFGNXlHekpYRjc5NnpZdGQzcjcweG5oaXpBZk5XVHo5NW1TQmV5LTln?oc=5,cathode,3,LFP,Morocco's first LFP battery gigafactory has received a €100 million boost.,This significant funding will support the establishment and expansion of the facility.,The gigafactory is expected to play a key role in the region's battery production capabilities.,unknown
2026-07-27,"Rock Tech Lithium Strengthens Made-in-Ontario Lithium Supply Chain with Binding Spodumene Offtake Agreement, Securing Up to US$80 Million Prepayment Facility for Georgia Lake Project",Investing News Network,https://news.google.com/rss/articles/CBMisgJBVV95cUxOay1vcndkZ0d0MlBPVWVVa0JidkczVGMzbGpWXzNLaU44aC1lMUN6Vkh2cnZZWUhZOG44NXZzV2RPQ3dxOFFKbWxhYjNtdzZUWXZpS0FsQzBkS3lDZ2xNZjB0eFE4LWg4TlZ0SklKbDAxU2VfQjM2eEE0bVk5RGFlOEJJd3BwX3V5NUxSZFZsM2VZN21xdzlQSEZsdDkxNnpZbUZfLXFib3UzQmJDb05Rb2l4dHdab2s1OXFtS1VINTRMZmZxaUI5bDdTekVfcldRMnFHUV9sVG1oZEVlWWo1WFAtYS1KZFJXdnZva3Z1Z1BUbFcyTGhiZ2RvSlI3LTBJVTdSa29BNGNfQ0R4d3BMNnFQbXM1Y1pkcUltSGtWd1NpZDMtZTFVc3ZJQVlnSVdZSVE?oc=5,기타,3,Rock Tech Lithium; US,Rock Tech Lithium has secured a binding spodumene offtake agreement for its Georgia Lake Project.,"This agreement includes a prepayment facility of up to US$80 million, strengthening Ontario's lithium supply chain.",The deal is a significant step towards the commercialization of the Georgia Lake Project.,unknown
2026-07-27,Gotion secures €100 million loan for battery cell factory in Morocco,electrive.com,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPZFUtd3lWMFJSb25Dd1g5VmdqT2tTNTFfVVBmWERyYjZOdkJWbk1NSlVxOGNoMlFYYzdvMC1Yb01aZ3cxeXp0WUNzUG4xZWpJTU12Yk9jZ1VWVnVPTDZCVi0tdVdDYVBlLVdmZ2xYRjhVNGNlM3JZUmljRTVKMVRySTRYbFd6OU9iY1ZFdEx4UFdFVDhDWlZ1VGhCYm9UT1RXckZiMEZMVFhyZw?oc=5,기타,3,Gotion,Gotion has secured a €100 million loan to build a battery cell factory in Morocco.,This investment will support the construction and operation of the new facility.,The factory is expected to contribute to Morocco's growing battery manufacturing sector.,unknown
2026-07-27,"엘앤에프 테슬라 계약 정정 공시 논란, 금융당국 압수수색 착수",www.tokenpost.kr,https://www.tokenpost.kr/news/market/381751,cathode,3,엘앤에프; 테슬라; 2차전지,Financial authorities have launched an investigation and seized evidence related to a dispute over an adjusted disclosure concerning a contract between L&F and Tesla.,"The contract, involving high-nickel cathode materials crucial for EV battery performance, was initially seen as a major win boosting the secondary battery sector.","However, L&F announced the termination of the contract just two days before its expiration, leading to the current controversy.",unknown
2026-07-27,"LG에너지솔루션 글로벌 특허 전쟁 확대, 김동명 차세대 배터리 특허 장...",www.businesspost.co.kr,https://www.businesspost.co.kr/BP?command=article_view&num=443228,cathode,3,LG에너지솔루션; LMR,"LG Energy Solution is expanding its global patent battles, focusing on next-generation battery technologies.",The company is prioritizing the acquisition of patents related to Lithium Manganese Rich (LMR) and solid-state batteries.,"Through its strong patent portfolio, LG Energy Solution aims to widen the gap with competitors in the rapidly evolving battery market.",unknown
2026-07-27,ESS 새 격전지 된 소듐이온⋯ 추격전 나선 K-배터리,www.viva100.com,https://www.viva100.com/article/20260727501033,나트륨,3,소듐이온; K-배터리; 소듐이온배터리,"Sodium-ion batteries are emerging as a new battleground for Energy Storage Systems (ESS), with South Korean battery companies joining the race.","These batteries utilize abundant sodium instead of lithium, offering advantages in supply chain stability and cost competitiveness due to lower price volatility.","While their energy density is lower than lithium-ion batteries, their cost and supply chain benefits make them a compelling alternative.",unknown
2026-07-27,"에코프로비엠·솔브레인·애경케미칼, 소듐이온배터리 소재 생태계 구축",www.biztribune.co.kr,http://www.biztribune.co.kr/news/articleView.html?idxno=356519,나트륨,3,에코프로비엠; 솔브레인; 애경케미칼,"EcoPro BM, Solbrain, and Aekyung Chemical are collaborating to build a materials ecosystem for sodium-ion batteries.","Sodium-ion batteries (SIB) use sodium as a raw material, making them cheaper and safer than lithium-based batteries.","The companies plan to launch their first sodium-ion based ESS, 'Tener Sodium', in China in September and globally by June 2027.",unknown
2026-07-27,"에코프로비엠·솔브레인·애경케미칼, 'K-Sodium Alliance' 출범…소듐이...",www.cbci.co.kr,https://www.cbci.co.kr/news/articleView.html?idxno=592151,나트륨,3,EcoPro BM; Solbrain; Aekyung Chemical,"EcoPro BM, Solbrain, and Aekyung Chemical have launched the 'K-Sodium Alliance' to build a sodium-ion battery ecosystem.","Sodium-ion batteries, using abundant sodium instead of lithium, offer high cost competitiveness, safety, and excellent low-temperature performance.",These advantages position them as a strong alternative for Energy Storage Systems (ESS) and entry-level electric vehicles.,unknown
2026-07-27,"에코프로비엠, 'K-소듐 얼라이언스' 출범…차세대 배터리 소재 국산화 ...",www.kbsm.net,https://www.kbsm.net/news/view.php?idx=528073,나트륨,3,EcoPro BM; 에코프로비엠; 계획이다.소듐이온배터리,EcoPro BM has launched the 'K-Sodium Alliance' to promote the localization of next-generation battery materials.,"The three participating companies will evaluate each other's developed materials, optimize performance, and jointly market to global battery cell manufacturers and automakers.","Sodium-ion batteries, which use abundant sodium instead of lithium, are considered a next-generation technology.",unknown
2026-07-27,"LG에너지솔루션, 中 이브에너지 美 ITC 제소, 탭리스·분리막 특허 침해...",www.autodaily.co.kr,https://www.autodaily.co.kr/news/articleView.html?idxno=546148,separator,3,LG에너지솔루션; EVE Energy; 이브에너지,"LG Energy Solution has filed a complaint with the US International Trade Commission (ITC) against Chinese battery company EVE Energy, alleging infringement of patents related to tabless cells and separators.","The patents in question cover tabless cell technology, separator technology, and cell safety features.",The lawsuit includes not only the battery cell manufacturer but also customers importing power tools equipped with these batteries into the US.,unknown
