date,title,source,link,category,tier,companies,summary_1,summary_2,summary_3,popularity_signal
2026-09-09,"외벽 뚫고 불꽃 가두고…배터리 화재, 이렇게 막습니다",www.khan.co.kr,https://www.khan.co.kr/article/202609092042025,장비,3,K배터리 2026; 2차전지,9일 킨텍스에서 열린 K배터리 2026 전시회에서는 배터리 화재를 막기 위한 다양한 기술이 소개되었습니다.,"전기차 배터리팩을 직접 타격하는 소화 장비, 불을 가두는 보관함, 난연 소재 등이 전시되었습니다.",이는 배터리 안전성 강화에 대한 업계의 노력을 보여줍니다.,unknown
2026-09-09,[ETF 시황] 2차전지 ETF 질주…KODEX 2차전지산업레버리지 13.75%↑,www.newspim.com,https://www.newspim.com/news/view/20260909001126,cathode,3,KODEX; RISE; ACE,9일 ETF 시장에서 2차전지 관련 ETF들이 강세를 보였습니다.,"KODEX 2차전지산업레버리지는 13.75% 상승했으며, RISE 2차전지액티브, ACE 미국SMR원자력TOP10 등도 높은 상승률을 기록했습니다.",이는 2차전지 산업에 대한 투자자들의 높은 관심을 반영합니다.,unknown
2026-09-09,"[특징주]엘앤에프, LFP 양극재 양산 기대에 10.99% 치솟아…미국 ESS 수요...",www.namdonews.com,https://www.namdonews.com/news/articleView.html?idxno=922802,cathode,3,엘앤에프; 삼성SDI; 롯데에너지머티리얼즈,엘앤에프 주가가 LFP 양극재 양산 기대감에 힘입어 10.99% 상승했습니다.,이는 미국 ESS 수요 증가와 탈중국 물량 확보 가능성에 대한 기대로 풀이됩니다.,롯데에너지머티리얼즈도 14.24% 상승하며 2차전지 소재주 전반의 강세를 이끌었습니다.,unknown
2026-09-09,배터리·나노과학 글로벌 석학 집결 차세대 에너지 기술 해법 모색,www.ulsanpress.net,https://www.ulsanpress.net/news/articleView.html?idxno=582728,전고체,3,SK온; 전고체전지,배터리 및 나노과학 분야의 글로벌 석학들이 차세대 에너지 기술 해법 모색을 위해 모였습니다.,미국 주요 대학의 신진 연구자들과 SK온의 김사흠 부사장 등 대기업 리더들이 참석했습니다.,이번 심포지엄은 차세대 배터리 기술 발전에 기여할 것으로 기대됩니다.,unknown
2026-09-09,"‘K-배터리 재도약 발판 마련’…‘K-BATTERY SHOW 2026’, 킨텍스서 개막",digitalchosun.dizzo.com,http://digitalchosun.dizzo.com/site/data/html_dir/2026/09/09/2026090980073.html,전고체,3,K-BATTERY SHOW 2026; K-배터리; SHOW,‘K-BATTERY SHOW 2026’이 킨텍스에서 개막하여 K-배터리 산업의 재도약을 위한 발판을 마련했습니다.,"이번 전시회에서는 전고체 배터리, ESS, EV 충전 인프라 등 차세대 기술이 선보이며, 중소기업과 스타트업의 글로벌 진출을 지원합니다.",행사는 배터리 산업 전 주기를 아우르는 기술 교류의 장이 될 것입니다.,unknown
2026-09-09,'차세대 배터리 해법은?' UNIST 파이오니어 심포지엄,www.newsis.com,https://www.newsis.com/view/NISX20260909_0003782792,cathode,3,UNIST; UC버클리; 텍사스대,UNIST에서 열린 파이오니어 심포지엄에서 차세대 배터리 기술에 대한 논의가 이루어졌습니다.,"미국 UC버클리의 페이동 양 교수와 텍사스대의 아루무감 만티람 교수가 연사로 참여했으며, 전고체전지 및 이산화탄소 전환 분야 연구자들이 발표했습니다.",이번 심포지엄은 배터리 기술 혁신을 위한 중요한 학술 교류의 장이었습니다.,unknown
2026-09-09,K-배터리 다음 경쟁은 ‘안전’…열폭주 막고 불량 셀 찾아낸다 [현장+...,www.kukinews.com,https://www.kukinews.com/article/view/kuk202609090195,cathode,3,K-배터리,K-배터리 산업의 다음 경쟁은 안전성 강화에 초점을 맞추고 있습니다.,"이번 전시회에서는 열폭주 방지 기술, 불량 셀 검출 장비 등 배터리 안전 관련 기술들이 소개되었습니다.","또한 제조 설비, ESS, 배터리 재사용·재활용 기술까지 포함하며 'More Than Battery : The Future of Energy'라는 주제를 다룹니다.",unknown
2026-09-09,"배터리, 단순 부품 넘어 전략 자산으로...""비용·공급망·SW·수명주기"" ...",www.theguru.co.kr,https://www.theguru.co.kr/news/article.html?no=106904,cathode,3,SW; LFP,"배터리가 단순 부품을 넘어 전략 자산으로 인식되고 있으며, 비용, 공급망, 소프트웨어, 수명 주기 등 다양한 측면이 중요해지고 있습니다.",한 기업은 본격 가동 시 전기차 및 ESS용 배터리 생산 능력을 35GWh 이상으로 확보할 예정입니다.,또한 연말까지 북미 지역 ESS용 LFP 배터리 생산 능력을 50GWh 이상으로 확대할 계획입니다.,unknown
2026-09-09,U.S. battery supply chain lags China despite $500 million DOE push,qz.com,https://news.google.com/rss/articles/CBMicEFVX3lxTE1zZy1GeUNKRE1zVHRURE1LcUZtcWVvbUdENGpoNlFMQkNUbmJzdFRUTEE0VEp6d2hLZlFZMHZjdlNKdmMyTnkwNndGU3Y4Wk11RzlhMWREcTB5M0I0LW1HbUhwejRiREN5WUtHdjIyZUc?oc=5,기타,3,DOE,미국의 배터리 공급망은 상당한 정부 지원에도 불구하고 중국에 뒤처지고 있습니다.,5억 달러 규모의 미국 에너지부(DOE) 지원에도 불구하고 경쟁력 확보에 어려움을 겪고 있습니다.,이는 미국이 배터리 산업에서 중국과의 격차를 좁히기 위한 과제를 안고 있음을 시사합니다.,unknown
2026-09-09,Ecobat exits lithium battery recycling operations,Recycling Product News,https://news.google.com/rss/articles/CBMirwFBVV95cUxNTWJxMDR1dG9UUzBkLW9DX2x1YUFya2dObjdvVVFxeThNVnRfQjhHWXFhWDVKMUY3eEVackdvY2FraUFnbzhVbDNUQnVvT1V0cmY2bVdFRlFUMjBzWmpiaGhXOHBaZTJsSVBDODlyR0Z1MU5rZXBGM0M0QWF3WDBuYi1iR1NrWVJmbTdhdkxTdDl0eDN3RXhTbUJFemVJR3BQdDE3LWNqMnkya0dhRVRr?oc=5,재활용,3,Ecobat,Ecobat이 리튬 배터리 재활용 사업 운영에서 철수했습니다.,이는 회사의 사업 전략 변화를 나타내는 결정입니다.,향후 Ecobat의 사업 방향에 대한 관심이 모아집니다.,unknown
