date,title,source,link,category,tier,companies,summary_1,summary_2,summary_3,popularity_signal
2026-06-07,LFP·ESS 넘어 전고체·소듐까지…차세대 배터리 감초 된 '코팅 알루미늄...,www.goodkyung.com,https://www.goodkyung.com/news/articleView.html?idxno=287854,cathode,3,LFP; ESS; 소듐이온,미래 배터리 시장에서 전고체 배터리와 소듐이온 배터리가 주목받고 있습니다.,이러한 차세대 배터리들은 코팅 가공된 알루미늄박을 필수적으로 요구합니다.,EV 수요 회복과 함께 알루미늄박의 중요성이 더욱 커질 것으로 예상됩니다.,unknown
2026-06-07,"美 관세 환급 착수한 K-배터리, 다음 과제는 '무역법 301조' 방어",biz.newdaily.co.kr,https://biz.newdaily.co.kr/site/data/html/2026/06/08/2026060800089.html,정책,3,K-배터리; ESS; CBP,K-배터리 기업들이 미국으로부터 관세 환급을 받기 시작했습니다.,"이번 환급 대상에는 전기차용 배터리 셀, 모듈, ESS, 배터리 소재 등이 포함되었습니다.",관세 환급 절차가 신속하게 진행되어 2~3분기 유동성 확보에 도움이 될 것으로 보입니다.,unknown
2026-06-07,"'움직이는 ESS' 기아 EV9, 네덜란드 V2G 공식 승인…상용화 자격 완벽 증...",www.theguru.co.kr,https://www.theguru.co.kr/news/article.html?no=102752,기타,3,기아; EV9; ESS,기아 EV9이 네덜란드에서 V2G(Vehicle-to-Grid) 기술에 대한 공식 승인을 받았습니다.,이는 전기자동차 배터리를 전력망과 직접 연결하는 양방향 충전 기술 상용화의 중요한 단계입니다.,이번 승인을 통해 기아는 유럽 차세대 스마트 에너지 시장 선점에 나설 것으로 기대됩니다.,unknown
2026-06-07,"구글 웨이모, EV 배터리 재사용 프로그램 발표…ESS 생태계 육성 동참",www.theguru.co.kr,https://www.theguru.co.kr/news/article.html?no=102739,기타,3,구글 웨이모; ESS,구글 웨이모가 전기차 폐배터리를 ESS로 재사용하는 프로그램을 발표했습니다.,이를 통해 새로운 수익을 확보하고 에너지 수요 급증 시 전력망 안정성에 기여할 수 있게 되었습니다.,웨이모는 ESS 생태계 육성에 동참하며 관련 사업을 확장할 계획입니다.,unknown
2026-06-07,Recycled Cobalt Oxide Powder Market Growth Outlook to 2035: Battery Recycling and Electronics Drive Demand - News and Statistics,IndexBox,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNb2lzWG5hRWotdy15ekxFbnBBWVRmb3kzVUtWLXA5UVo4clNHemJHQ2VWT0Rsd1JZLVJldm5ZT09URXhPQUFhTFVHc09NeFNYWWJaNjJIRE8zdFoxTF9MRUhRWktkOWpyeV83ZHNNZ0JfQ1hGQVdNemp5X0t0bE9RT09fSGxwYlJMdmFRMGxwZG85azA0YkVqaU9XdFpEbzk0bTd3MFUzSjVMOE1YcFk4bnNwc0RycUZFRXp6OE83MmFGdVA5bmdzSVA1YkJrVEtpNXIzbjhla2ZaOHQ5S1N0UldnVk1MTUVMWERhVko5clp1dw?oc=5,전고체,3,IndexBox,재활용 코발트 산화물 분말 시장이 2035년까지 성장할 전망입니다.,배터리 재활용 및 전자제품 수요 증가가 시장 성장을 견인할 것으로 예상됩니다.,이는 관련 산업의 지속 가능한 성장에 기여할 것으로 보입니다.,unknown
2026-06-07,CATL to start commercial sodium-ion battery deliveries in September,msn.com,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOUGZJNnhsbGROdUNhUjd2NXNlbmE2Zm5XS1dCQUg4RDdUdzlzem5wNlJXNWpROGpyZHdzUkoyQ0k2UHhUR3VvNXFFdEJ3UkZFSGFzYTYwYjFENGdLTF96cE9FUTRTekY5c2xRcElYSWx3NERoYm83cjB5WjFRQjE2WDdOck5lQ0NmTm5DdDM4aEdETGRqYlB2ZU9IRkJqOUxDZ0phcEx4bjF6VzlaMUJrZ3hrQ2JpQ0hsenh6MFM3YzAxWDhoUEhFVndxekp1SFFoSXc?oc=5,나트륨,3,CATL,CATL이 오는 9월부터 상업용 나트륨이온 배터리 납품을 시작할 예정입니다.,이는 리튬의 대안으로 주목받는 나트륨이온 배터리 시장의 성장을 가속화할 것으로 보입니다.,CATL은 나트륨이온 배터리 분야에서 선도적인 입지를 구축할 것으로 기대됩니다.,unknown
2026-06-07,[K 배터리 진단] 헝가리 찍고 미국까지…롯데알미늄의 양극박 확장 전략,www.ebn.co.kr,https://www.ebn.co.kr/news/articleView.html?idxno=1711398,cathode,3,롯데알미늄; 2차전지,롯데알미늄이 2차전지용 양극박 사업을 미래 성장 동력으로 육성하고 있습니다.,오랜 기간 축적된 알루미늄박 생산 기술을 바탕으로 유럽과 북미에 생산 거점을 구축하며 글로벌 시장 공략에 속도를 내고 있습니다.,이는 롯데알미늄의 글로벌 배터리 소재 시장 경쟁력 강화에 기여할 것으로 예상됩니다.,unknown
2026-06-07,"CATL Developing 12,000 Wh Per Kg Lithium-Air Battery",CleanTechnica,https://news.google.com/rss/articles/CBMikwFBVV95cUxPSUJVX2hFckx4cjI5dkRwbXNGcnFZeWhld290SGVydDFMMnYyVkdLblRKazI2cHAxVVFOY1g0Y3ROTnVwMGVlUERjYVdMWElSOUswZGRuMVhCaUJoZ0xQQlMwSlRjTXdnSHVWTFlpbzBqUFVtVzd1b0Fxel80N1ZfamdNZTVTdDJVZG9KREZZQ0gtbWvSAZsBQVVfeXFMTWdSaTZ6cmpyN0FONmgzMTMxUkRBRFZYVVc4Zk5BZmdKUFRTZWZzblUtaUg4d0dQcTlMQmRTSWtkS0llT3NMdXJVMi1wYUJKNFlleFZkYlZncEg0SE5PTVktMmQ1Mmp5cjBkVjVyaGRMMTQtLWh2SVlUcWJKalN3WnVqQ19zS19QV3NXUm1BT0QzSFZzbkxWV20xVDA?oc=5,기타,3,CATL,"CATL이 12,000 Wh/kg의 리튬-공기 배터리를 개발 중입니다.",이는 기존 리튬이온 배터리보다 훨씬 높은 에너지 밀도를 가지는 혁신적인 기술입니다.,이 기술은 차세대 배터리 개발에 중요한 진전으로 평가됩니다.,unknown
2026-06-07,China’s CATL Sees Energy Storage Business Reaching 50% of Global Sales by 2030,Egypt Oil & Gas,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNQTJDLU9pc3BnRzhuc09HNVdnVG1RQzFOVXZ2WmZGWlA0ZnFUc3dHZ01QVDBlaFVYRXNyNm1uX2Q2TDVJTlN2LUJqdnlySUttaUxsRlNzVzFhWFVhbFpMMW1ocWpwNEFUMG0xUEk2YTJHSkRRRzZWSmYxRk5NandqNGkzLU85TmNaSk5qWS14d1hYOE1fd2FYWVVrcDR3aDAzQ3VCeWdaMmxzb2c?oc=5,기타,3,CATL; ESS,CATL은 2030년까지 에너지 저장 장치(ESS) 사업이 글로벌 매출의 50%에 달할 것으로 전망하고 있습니다.,이는 에너지 저장 장치 시장의 급격한 성장을 예상하는 CATL의 자신감을 보여줍니다.,CATL은 ESS 분야에서 글로벌 리더십을 강화할 계획입니다.,unknown
2026-06-07,한농화성·이수스페셜티케미컬·대주전자재료 동반 조정…전고체 배터...,www.cbci.co.kr,https://www.cbci.co.kr/news/articleView.html?idxno=580250,전고체,3,한농화성; 이수스페셜티케미컬; 대주전자재료,"전고체 배터리 테마주인 한농화성, 이수스페셜티케미컬, 대주전자재료가 동반 조정세를 보이고 있습니다.","이는 미국 증시 부진, 외국인 매도세 확대, 금리 불확실성 등이 2차전지 업종 전반에 부담으로 작용한 결과로 분석됩니다.",시장에서는 차익 실현 매물이 출회되며 관련 종목들의 주가 하락을 이끌고 있습니다.,unknown
2026-06-07,Flying car industry turns to solid-state batteries for commercial takeoff,Interesting Engineering,https://news.google.com/rss/articles/CBMimwFBVV95cUxPUXRYWkwydVBfNDdQQ2F5SldRVXpvdFFwZlJCT3pDQWJybjItcFAtWHVleF9vVHI2NTA4SDZQTHZFTU5iXy04dFVFZEtzdnVkYWxTdk8wRmM0OGtWM25vcXBUVkZmcFVCX1RIdUtJVm9XbnctX1VGOWg0OUNwb3Y3NGxYb2d6X2ptbTB0YlJWZDZhNXNXc09FWTlUTQ?oc=5,전고체,3,,플라잉카 산업이 상업적 운항을 위해 전고체 배터리에 주목하고 있습니다.,전고체 배터리는 높은 에너지 밀도와 안전성을 제공하여 플라잉카의 성능 향상에 기여할 것으로 기대됩니다.,이는 미래 모빌리티 산업의 발전에 중요한 역할을 할 것으로 보입니다.,unknown
2026-06-07,"ASEAN Thermally Stable Separator Film - Market Analysis, Forecast, Size, Trends and Insights",IndexBox,https://news.google.com/rss/articles/CBMiugFBVV95cUxNUTZKMXNiZFgzblZsTkRtVHpjVW9kLVI0TDBTWmt4bTZsM0VBZjFULXh0WFkyQkp1WUk5a0xwMVRfTXhzdlNVR2kyNDVpVmxDd0duRWRBSHZXTENEQ0tUZC1HOEdUbWh0Z3IxSkwwY3lmSG1FdFZHRTZWaUkwb0RJTHVYYjFXOXpNc2FDWkxRV0hwdDVwdjhZcngzanZ0Ny1iYlNNWkFERnRTMmZaNVhfMm4zaEVIVEVibnc?oc=5,separator,3,IndexBox; ASEAN,아세안 지역의 열 안정성 분리막 필름 시장 분석 및 전망 보고서가 발표되었습니다.,"해당 보고서는 시장 규모, 동향, 성장 전망 등에 대한 심층적인 정보를 제공합니다.",이는 아세안 지역 배터리 소재 시장의 중요성을 강조합니다.,unknown
